,sig_id,pert_id,pert_iname,pert_type,cell_id,pert_dose,pert_dose_unit,pert_idose,pert_time,pert_time_unit,pert_itime,distil_id
118353,CPC014_A549_24H:BRD-K71035033-001-01-4:10,BRD-K71035033,masitinib,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC014_A549_24H_X1_F1B6_DUO52HI53LO:K20|CPC014_A549_24H_X2_F1B6_DUO52HI53LO:K20|CPC014_A549_24H_X3_F1B6_DUO52HI53LO:K20
118354,CPC014_A549_24H:BRD-K71879491-001-22-6:10,BRD-K71879491,tretinoin,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC014_A549_24H_X1_F1B6_DUO52HI53LO:D09|CPC014_A549_24H_X2_F1B6_DUO52HI53LO:D09|CPC014_A549_24H_X3_F1B6_DUO52HI53LO:D09
118362,CPC014_A549_24H:BRD-K74514084-003-01-9:10,BRD-K74514084,pazopanib,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC014_A549_24H_X1_F1B6_DUO52HI53LO:B16|CPC014_A549_24H_X2_F1B6_DUO52HI53LO:B16|CPC014_A549_24H_X3_F1B6_DUO52HI53LO:B16
118375,CPC014_A549_24H:BRD-K78431006-001-02-9:10,BRD-K78431006,crizotinib,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC014_A549_24H_X1_F1B6_DUO52HI53LO:A05|CPC014_A549_24H_X2_F1B6_DUO52HI53LO:A05|CPC014_A549_24H_X3_F1B6_DUO52HI53LO:A05
118383,CPC014_A549_24H:BRD-K81418486:10,BRD-K81418486,vorinostat,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC014_A549_24H_X1_F1B6_DUO52HI53LO:B04|CPC014_A549_24H_X2_F1B6_DUO52HI53LO:B04|CPC014_A549_24H_X3_F1B6_DUO52HI53LO:B04
118391,CPC014_A549_24H:BRD-K83963101-001-01-0:10,BRD-K83963101,MLN-8054,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC014_A549_24H_X1_F1B6_DUO52HI53LO:E21|CPC014_A549_24H_X2_F1B6_DUO52HI53LO:E21|CPC014_A549_24H_X3_F1B6_DUO52HI53LO:E21
118413,CPC014_A549_24H:BRD-K91900765-001-01-9:10,BRD-K91900765,VX-745,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC014_A549_24H_X1_F1B6_DUO52HI53LO:H06|CPC014_A549_24H_X2_F1B6_DUO52HI53LO:H06|CPC014_A549_24H_X3_F1B6_DUO52HI53LO:H06
118415,CPC014_A549_24H:BRD-K93918653-001-01-4:10,BRD-K93918653,quizartinib,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC014_A549_24H_X1_F1B6_DUO52HI53LO:A21|CPC014_A549_24H_X2_F1B6_DUO52HI53LO:A21|CPC014_A549_24H_X3_F1B6_DUO52HI53LO:A21
118423,CPC014_A549_24H:BRD-K98684188-001-01-1:10,BRD-K98684188,GSK-0660,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC014_A549_24H_X1_F1B6_DUO52HI53LO:P22|CPC014_A549_24H_X2_F1B6_DUO52HI53LO:P22|CPC014_A549_24H_X3_F1B6_DUO52HI53LO:P22
118424,CPC014_A549_24H:BRD-K99260425-001-01-2:10,BRD-K99260425,etodolac,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC014_A549_24H_X1_F1B6_DUO52HI53LO:J06|CPC014_A549_24H_X2_F1B6_DUO52HI53LO:J06|CPC014_A549_24H_X3_F1B6_DUO52HI53LO:J06
118427,CPC014_A549_24H:BRD-K99451608-001-01-6:10,BRD-K99451608,lopinavir,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC014_A549_24H_X1_F1B6_DUO52HI53LO:J22|CPC014_A549_24H_X2_F1B6_DUO52HI53LO:J22|CPC014_A549_24H_X3_F1B6_DUO52HI53LO:J22
118433,CPC014_A549_24H:BRD-M16762496-001-01-9:10,BRD-M16762496,PIK-75,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC014_A549_24H_X1_F1B6_DUO52HI53LO:O06|CPC014_A549_24H_X2_F1B6_DUO52HI53LO:O06|CPC014_A549_24H_X3_F1B6_DUO52HI53LO:O06
118448,CPC014_A549_24H:BRD-U44618005-000-01-5:10,BRD-U44618005,WH-4023,trt_cp,A549,10.0,µM,10 µM,24,h,24 h,CPC014_A549_24H_X1_F1B6_DUO52HI53LO:A23|CPC014_A549_24H_X3_F1B6_DUO52HI53LO:A23
118478,CPC014_A549_6H:BRD-A11706664-001-01-1:10,BRD-A11706664,triciribine,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC014_A549_6H_X1_F1B4_DUO52HI53LO:P07|CPC014_A549_6H_X2_F1B4_DUO52HI53LO:P07|CPC014_A549_6H_X3_F1B3_DUO52HI53LO:P07
118488,CPC014_A549_6H:BRD-A26199074-003-02-0:10,BRD-A26199074,calmidazolium,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC014_A549_6H_X1_F1B4_DUO52HI53LO:J20|CPC014_A549_6H_X2_F1B4_DUO52HI53LO:J20|CPC014_A549_6H_X3_F1B3_DUO52HI53LO:J20
118499,CPC014_A549_6H:BRD-A41692738-001-01-9:10,BRD-A41692738,TGX-221,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC014_A549_6H_X1_F1B4_DUO52HI53LO:M16|CPC014_A549_6H_X2_F1B4_DUO52HI53LO:M16|CPC014_A549_6H_X3_F1B3_DUO52HI53LO:M16
118500,CPC014_A549_6H:BRD-A45498368-001-02-2:10,BRD-A45498368,WYE-125132,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC014_A549_6H_X1_F1B4_DUO52HI53LO:E17|CPC014_A549_6H_X2_F1B4_DUO52HI53LO:E17|CPC014_A549_6H_X3_F1B3_DUO52HI53LO:E17
118501,CPC014_A549_6H:BRD-A50454580-001-01-1:10,BRD-A50454580,PD-0325901,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC014_A549_6H_X1_F1B4_DUO52HI53LO:J04|CPC014_A549_6H_X2_F1B4_DUO52HI53LO:J04|CPC014_A549_6H_X3_F1B3_DUO52HI53LO:J04
118504,CPC014_A549_6H:BRD-A55756846-001-16-2:10,BRD-A55756846,H-7,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC014_A549_6H_X1_F1B4_DUO52HI53LO:L15|CPC014_A549_6H_X2_F1B4_DUO52HI53LO:L15|CPC014_A549_6H_X3_F1B3_DUO52HI53LO:L15
118511,CPC014_A549_6H:BRD-A67748489-001-06-8:10,BRD-A67748489,K-858,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC014_A549_6H_X1_F1B4_DUO52HI53LO:F12|CPC014_A549_6H_X2_F1B4_DUO52HI53LO:F12|CPC014_A549_6H_X3_F1B3_DUO52HI53LO:F12
118516,CPC014_A549_6H:BRD-A75409952:10,BRD-A75409952,wortmannin,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC014_A549_6H_X1_F1B4_DUO52HI53LO:A04|CPC014_A549_6H_X2_F1B4_DUO52HI53LO:A04|CPC014_A549_6H_X3_F1B3_DUO52HI53LO:A04
118532,CPC014_A549_6H:BRD-A98283014-003-07-7:10,BRD-A98283014,calmidazolium,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC014_A549_6H_X1_F1B4_DUO52HI53LO:D04|CPC014_A549_6H_X2_F1B4_DUO52HI53LO:D04|CPC014_A549_6H_X3_F1B3_DUO52HI53LO:D04
118535,CPC014_A549_6H:BRD-K00337317-001-01-7:10,BRD-K00337317,NU-7441,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC014_A549_6H_X1_F1B4_DUO52HI53LO:E11|CPC014_A549_6H_X2_F1B4_DUO52HI53LO:E11|CPC014_A549_6H_X3_F1B3_DUO52HI53LO:E11
118537,CPC014_A549_6H:BRD-K01436366-001-02-4:10,BRD-K01436366,XMD-1150,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC014_A549_6H_X1_F1B4_DUO52HI53LO:I13|CPC014_A549_6H_X2_F1B4_DUO52HI53LO:I13|CPC014_A549_6H_X3_F1B3_DUO52HI53LO:I13
118538,CPC014_A549_6H:BRD-K01493881-001-19-5:10,BRD-K01493881,apigenin,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC014_A549_6H_X1_F1B4_DUO52HI53LO:L06|CPC014_A549_6H_X2_F1B4_DUO52HI53LO:L06|CPC014_A549_6H_X3_F1B3_DUO52HI53LO:L06
118539,CPC014_A549_6H:BRD-K01493881-001-20-3:10,BRD-K01493881,apigenin,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC014_A549_6H_X1_F1B4_DUO52HI53LO:P09|CPC014_A549_6H_X2_F1B4_DUO52HI53LO:P09|CPC014_A549_6H_X3_F1B3_DUO52HI53LO:P09
118546,CPC014_A549_6H:BRD-K05104363-001-04-3:10,BRD-K05104363,PD-184352,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC014_A549_6H_X1_F1B4_DUO52HI53LO:C15|CPC014_A549_6H_X2_F1B4_DUO52HI53LO:C15|CPC014_A549_6H_X3_F1B3_DUO52HI53LO:C15
118549,CPC014_A549_6H:BRD-K05804044-001-01-1:10,BRD-K05804044,AZ-628,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC014_A549_6H_X1_F1B4_DUO52HI53LO:C19|CPC014_A549_6H_X2_F1B4_DUO52HI53LO:C19|CPC014_A549_6H_X3_F1B3_DUO52HI53LO:C19
118550,CPC014_A549_6H:BRD-K05977823-001-01-2:10,BRD-K05977823,tenovin-1,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC014_A549_6H_X1_F1B4_DUO52HI53LO:J14|CPC014_A549_6H_X2_F1B4_DUO52HI53LO:J14|CPC014_A549_6H_X3_F1B3_DUO52HI53LO:J14
118554,CPC014_A549_6H:BRD-K07736136-001-01-2:10,BRD-K07736136,VX-702,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC014_A549_6H_X1_F1B4_DUO52HI53LO:M12|CPC014_A549_6H_X2_F1B4_DUO52HI53LO:M12|CPC014_A549_6H_X3_F1B3_DUO52HI53LO:M12
118561,CPC014_A549_6H:BRD-K09790412-001-03-8:10,BRD-K09790412,H-9,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC014_A549_6H_X1_F1B4_DUO52HI53LO:L17|CPC014_A549_6H_X2_F1B4_DUO52HI53LO:L17|CPC014_A549_6H_X3_F1B3_DUO52HI53LO:L17
118568,CPC014_A549_6H:BRD-K13566078-003-01-1:10,BRD-K13566078,BMS-345541,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC014_A549_6H_X1_F1B4_DUO52HI53LO:A07|CPC014_A549_6H_X2_F1B4_DUO52HI53LO:A07|CPC014_A549_6H_X3_F1B3_DUO52HI53LO:A07
118574,CPC014_A549_6H:BRD-K16478699-001-02-7:10,BRD-K16478699,PLX-4720,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC014_A549_6H_X1_F1B4_DUO52HI53LO:C17|CPC014_A549_6H_X2_F1B4_DUO52HI53LO:C17|CPC014_A549_6H_X3_F1B3_DUO52HI53LO:C17
118595,CPC014_A549_6H:BRD-K25311561-001-02-4:10,BRD-K25311561,KU-55933,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC014_A549_6H_X1_F1B4_DUO52HI53LO:O20|CPC014_A549_6H_X2_F1B4_DUO52HI53LO:O20|CPC014_A549_6H_X3_F1B3_DUO52HI53LO:O20
118596,CPC014_A549_6H:BRD-K25311561-001-03-2:10,BRD-K25311561,KU-55933,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC014_A549_6H_X1_F1B4_DUO52HI53LO:G13|CPC014_A549_6H_X2_F1B4_DUO52HI53LO:G13|CPC014_A549_6H_X3_F1B3_DUO52HI53LO:G13
118601,CPC014_A549_6H:BRD-K28428262-001-01-7:10,BRD-K28428262,brivanib,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC014_A549_6H_X1_F1B4_DUO52HI53LO:M24|CPC014_A549_6H_X2_F1B4_DUO52HI53LO:M24|CPC014_A549_6H_X3_F1B3_DUO52HI53LO:M24
118602,CPC014_A549_6H:BRD-K29582115-311-02-0:10,BRD-K29582115,ziprasidone,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC014_A549_6H_X1_F1B4_DUO52HI53LO:B24|CPC014_A549_6H_X2_F1B4_DUO52HI53LO:B24|CPC014_A549_6H_X3_F1B3_DUO52HI53LO:B24
118619,CPC014_A549_6H:BRD-K35483542-001-04-9:10,BRD-K35483542,alitretinoin,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC014_A549_6H_X1_F1B4_DUO52HI53LO:D11|CPC014_A549_6H_X2_F1B4_DUO52HI53LO:D11|CPC014_A549_6H_X3_F1B3_DUO52HI53LO:D11
118620,CPC014_A549_6H:BRD-K36529613-001-01-8:10,BRD-K36529613,PU-H71,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC014_A549_6H_X1_F1B4_DUO52HI53LO:L20|CPC014_A549_6H_X2_F1B4_DUO52HI53LO:L20|CPC014_A549_6H_X3_F1B3_DUO52HI53LO:L20
118632,CPC014_A549_6H:BRD-K40175214-001-01-7:10,BRD-K40175214,torin-1,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC014_A549_6H_X1_F1B4_DUO52HI53LO:G23|CPC014_A549_6H_X2_F1B4_DUO52HI53LO:G23|CPC014_A549_6H_X3_F1B3_DUO52HI53LO:G23
118633,CPC014_A549_6H:BRD-K40255344-001-13-5:10,BRD-K40255344,tyrphostin-A9,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC014_A549_6H_X1_F1B4_DUO52HI53LO:N05|CPC014_A549_6H_X2_F1B4_DUO52HI53LO:N05|CPC014_A549_6H_X3_F1B3_DUO52HI53LO:N05
118641,CPC014_A549_6H:BRD-K43797669-001-13-0:10,BRD-K43797669,genistein,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC014_A549_6H_X1_F1B4_DUO52HI53LO:N23|CPC014_A549_6H_X2_F1B4_DUO52HI53LO:N23|CPC014_A549_6H_X3_F1B3_DUO52HI53LO:N23
118645,CPC014_A549_6H:BRD-K46212057-001-01-2:10,BRD-K46212057,voriconazole,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC014_A549_6H_X1_F1B4_DUO52HI53LO:L04|CPC014_A549_6H_X2_F1B4_DUO52HI53LO:L04|CPC014_A549_6H_X3_F1B3_DUO52HI53LO:L04
118649,CPC014_A549_6H:BRD-K48722833-001-01-9:10,BRD-K48722833,iloperidone,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC014_A549_6H_X1_F1B4_DUO52HI53LO:D24|CPC014_A549_6H_X2_F1B4_DUO52HI53LO:D24|CPC014_A549_6H_X3_F1B3_DUO52HI53LO:D24
118653,CPC014_A549_6H:BRD-K49865102-001-02-7:10,BRD-K49865102,PD-0325901,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC014_A549_6H_X1_F1B4_DUO52HI53LO:K21|CPC014_A549_6H_X2_F1B4_DUO52HI53LO:K21|CPC014_A549_6H_X3_F1B3_DUO52HI53LO:K21
118657,CPC014_A549_6H:BRD-K50387473-001-01-1:10,BRD-K50387473,XMD-892,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC014_A549_6H_X1_F1B4_DUO52HI53LO:K07|CPC014_A549_6H_X2_F1B4_DUO52HI53LO:K07|CPC014_A549_6H_X3_F1B3_DUO52HI53LO:K07
118659,CPC014_A549_6H:BRD-K51313569-001-02-9:10,BRD-K51313569,palbociclib,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC014_A549_6H_X1_F1B4_DUO52HI53LO:G07|CPC014_A549_6H_X2_F1B4_DUO52HI53LO:G07|CPC014_A549_6H_X3_F1B3_DUO52HI53LO:G07
118661,CPC014_A549_6H:BRD-K52751261-001-01-2:10,BRD-K52751261,TAK-715,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC014_A549_6H_X1_F1B4_DUO52HI53LO:E09|CPC014_A549_6H_X2_F1B4_DUO52HI53LO:E09|CPC014_A549_6H_X3_F1B3_DUO52HI53LO:E09
118664,CPC014_A549_6H:BRD-K53561341-001-02-6:10,BRD-K53561341,aurora-a-inhibitor-i,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC014_A549_6H_X1_F1B4_DUO52HI53LO:E19|CPC014_A549_6H_X2_F1B4_DUO52HI53LO:E19|CPC014_A549_6H_X3_F1B3_DUO52HI53LO:E19
118678,CPC014_A549_6H:BRD-K60460488-066-01-0:10,BRD-K60460488,nelfinavir,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC014_A549_6H_X1_F1B4_DUO52HI53LO:H14|CPC014_A549_6H_X2_F1B4_DUO52HI53LO:H14|CPC014_A549_6H_X3_F1B3_DUO52HI53LO:H14
118680,CPC014_A549_6H:BRD-K61341215-004-01-2:10,BRD-K61341215,vecuronium,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC014_A549_6H_X1_F1B4_DUO52HI53LO:B14|CPC014_A549_6H_X2_F1B4_DUO52HI53LO:B14|CPC014_A549_6H_X3_F1B3_DUO52HI53LO:B14
118683,CPC014_A549_6H:BRD-K62012036-001-06-0:10,BRD-K62012036,acitretin,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC014_A549_6H_X1_F1B4_DUO52HI53LO:L09|CPC014_A549_6H_X2_F1B4_DUO52HI53LO:L09|CPC014_A549_6H_X3_F1B3_DUO52HI53LO:L09
118689,CPC014_A549_6H:BRD-K63923597-001-04-3:10,BRD-K63923597,barasertib-HQPA,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC014_A549_6H_X1_F1B4_DUO52HI53LO:E23|CPC014_A549_6H_X2_F1B4_DUO52HI53LO:E23|CPC014_A549_6H_X3_F1B3_DUO52HI53LO:E23
118708,CPC014_A549_6H:BRD-K68174511-001-01-7:10,BRD-K68174511,torin-2,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC014_A549_6H_X1_F1B4_DUO52HI53LO:I01|CPC014_A549_6H_X2_F1B4_DUO52HI53LO:I01|CPC014_A549_6H_X3_F1B3_DUO52HI53LO:I01
118714,CPC014_A549_6H:BRD-K70401845-001-02-5:10,BRD-K70401845,erlotinib,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC014_A549_6H_X1_F1B4_DUO52HI53LO:K13|CPC014_A549_6H_X2_F1B4_DUO52HI53LO:K13|CPC014_A549_6H_X3_F1B3_DUO52HI53LO:K13
118715,CPC014_A549_6H:BRD-K70511574-001-01-0:10,BRD-K70511574,HMN-214,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC014_A549_6H_X1_F1B4_DUO52HI53LO:F22|CPC014_A549_6H_X2_F1B4_DUO52HI53LO:F22|CPC014_A549_6H_X3_F1B3_DUO52HI53LO:F22
118718,CPC014_A549_6H:BRD-K71035033-001-01-4:10,BRD-K71035033,masitinib,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC014_A549_6H_X1_F1B4_DUO52HI53LO:K20|CPC014_A549_6H_X2_F1B4_DUO52HI53LO:K20|CPC014_A549_6H_X3_F1B3_DUO52HI53LO:K20
118719,CPC014_A549_6H:BRD-K71879491-001-22-6:10,BRD-K71879491,tretinoin,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC014_A549_6H_X1_F1B4_DUO52HI53LO:D09|CPC014_A549_6H_X2_F1B4_DUO52HI53LO:D09|CPC014_A549_6H_X3_F1B3_DUO52HI53LO:D09
118727,CPC014_A549_6H:BRD-K74514084-003-01-9:10,BRD-K74514084,pazopanib,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC014_A549_6H_X1_F1B4_DUO52HI53LO:B16|CPC014_A549_6H_X2_F1B4_DUO52HI53LO:B16|CPC014_A549_6H_X3_F1B3_DUO52HI53LO:B16
118740,CPC014_A549_6H:BRD-K78431006-001-02-9:10,BRD-K78431006,crizotinib,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC014_A549_6H_X1_F1B4_DUO52HI53LO:A05|CPC014_A549_6H_X2_F1B4_DUO52HI53LO:A05|CPC014_A549_6H_X3_F1B3_DUO52HI53LO:A05
118749,CPC014_A549_6H:BRD-K81418486:10,BRD-K81418486,vorinostat,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC014_A549_6H_X1_F1B4_DUO52HI53LO:B04|CPC014_A549_6H_X2_F1B4_DUO52HI53LO:B04|CPC014_A549_6H_X3_F1B3_DUO52HI53LO:B04
118757,CPC014_A549_6H:BRD-K83963101-001-01-0:10,BRD-K83963101,MLN-8054,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC014_A549_6H_X1_F1B4_DUO52HI53LO:E21|CPC014_A549_6H_X2_F1B4_DUO52HI53LO:E21|CPC014_A549_6H_X3_F1B3_DUO52HI53LO:E21
118779,CPC014_A549_6H:BRD-K91900765-001-01-9:10,BRD-K91900765,VX-745,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC014_A549_6H_X1_F1B4_DUO52HI53LO:H06|CPC014_A549_6H_X2_F1B4_DUO52HI53LO:H06|CPC014_A549_6H_X3_F1B3_DUO52HI53LO:H06
118781,CPC014_A549_6H:BRD-K93918653-001-01-4:10,BRD-K93918653,quizartinib,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC014_A549_6H_X1_F1B4_DUO52HI53LO:A21|CPC014_A549_6H_X2_F1B4_DUO52HI53LO:A21|CPC014_A549_6H_X3_F1B3_DUO52HI53LO:A21
118790,CPC014_A549_6H:BRD-K98684188-001-01-1:10,BRD-K98684188,GSK-0660,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC014_A549_6H_X1_F1B4_DUO52HI53LO:P22|CPC014_A549_6H_X2_F1B4_DUO52HI53LO:P22|CPC014_A549_6H_X3_F1B3_DUO52HI53LO:P22
118791,CPC014_A549_6H:BRD-K99260425-001-01-2:10,BRD-K99260425,etodolac,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC014_A549_6H_X1_F1B4_DUO52HI53LO:J06|CPC014_A549_6H_X2_F1B4_DUO52HI53LO:J06|CPC014_A549_6H_X3_F1B3_DUO52HI53LO:J06
118794,CPC014_A549_6H:BRD-K99451608-001-01-6:10,BRD-K99451608,lopinavir,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC014_A549_6H_X1_F1B4_DUO52HI53LO:J22|CPC014_A549_6H_X2_F1B4_DUO52HI53LO:J22|CPC014_A549_6H_X3_F1B3_DUO52HI53LO:J22
118800,CPC014_A549_6H:BRD-M16762496-001-01-9:10,BRD-M16762496,PIK-75,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC014_A549_6H_X1_F1B4_DUO52HI53LO:O06|CPC014_A549_6H_X2_F1B4_DUO52HI53LO:O06|CPC014_A549_6H_X3_F1B3_DUO52HI53LO:O06
118815,CPC014_A549_6H:BRD-U44618005-000-01-5:10,BRD-U44618005,WH-4023,trt_cp,A549,10.0,µM,10 µM,6,h,6 h,CPC014_A549_6H_X1_F1B4_DUO52HI53LO:A23|CPC014_A549_6H_X2_F1B4_DUO52HI53LO:A23|CPC014_A549_6H_X3_F1B3_DUO52HI53LO:A23
119949,CPC014_HEPG2_6H:BRD-A11706664-001-01-1:10,BRD-A11706664,triciribine,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC014_HEPG2_6H_X1_F1B3_DUO52HI53LO:P07
119959,CPC014_HEPG2_6H:BRD-A26199074-003-02-0:10,BRD-A26199074,calmidazolium,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC014_HEPG2_6H_X1_F1B3_DUO52HI53LO:J20|CPC014_HEPG2_6H_X2_F1B3_DUO52HI53LO:J20|CPC014_HEPG2_6H_X3_F1B3_DUO52HI53LO:J20
119970,CPC014_HEPG2_6H:BRD-A41692738-001-01-9:10,BRD-A41692738,TGX-221,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC014_HEPG2_6H_X1_F1B3_DUO52HI53LO:M16|CPC014_HEPG2_6H_X2_F1B3_DUO52HI53LO:M16
119971,CPC014_HEPG2_6H:BRD-A45498368-001-02-2:10,BRD-A45498368,WYE-125132,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC014_HEPG2_6H_X1_F1B3_DUO52HI53LO:E17|CPC014_HEPG2_6H_X2_F1B3_DUO52HI53LO:E17|CPC014_HEPG2_6H_X3_F1B3_DUO52HI53LO:E17
119972,CPC014_HEPG2_6H:BRD-A50454580-001-01-1:10,BRD-A50454580,PD-0325901,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC014_HEPG2_6H_X1_F1B3_DUO52HI53LO:J04|CPC014_HEPG2_6H_X2_F1B3_DUO52HI53LO:J04|CPC014_HEPG2_6H_X3_F1B3_DUO52HI53LO:J04
119975,CPC014_HEPG2_6H:BRD-A55756846-001-16-2:10,BRD-A55756846,H-7,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC014_HEPG2_6H_X1_F1B3_DUO52HI53LO:L15|CPC014_HEPG2_6H_X2_F1B3_DUO52HI53LO:L15|CPC014_HEPG2_6H_X3_F1B3_DUO52HI53LO:L15
119982,CPC014_HEPG2_6H:BRD-A67748489-001-06-8:10,BRD-A67748489,K-858,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC014_HEPG2_6H_X1_F1B3_DUO52HI53LO:F12|CPC014_HEPG2_6H_X2_F1B3_DUO52HI53LO:F12|CPC014_HEPG2_6H_X3_F1B3_DUO52HI53LO:F12
119987,CPC014_HEPG2_6H:BRD-A75409952:10,BRD-A75409952,wortmannin,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC014_HEPG2_6H_X1_F1B3_DUO52HI53LO:A04|CPC014_HEPG2_6H_X2_F1B3_DUO52HI53LO:A04|CPC014_HEPG2_6H_X3_F1B3_DUO52HI53LO:A04
120003,CPC014_HEPG2_6H:BRD-A98283014-003-07-7:10,BRD-A98283014,calmidazolium,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC014_HEPG2_6H_X1_F1B3_DUO52HI53LO:D04|CPC014_HEPG2_6H_X2_F1B3_DUO52HI53LO:D04
120006,CPC014_HEPG2_6H:BRD-K00337317-001-01-7:10,BRD-K00337317,NU-7441,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC014_HEPG2_6H_X1_F1B3_DUO52HI53LO:E11|CPC014_HEPG2_6H_X2_F1B3_DUO52HI53LO:E11|CPC014_HEPG2_6H_X3_F1B3_DUO52HI53LO:E11
120008,CPC014_HEPG2_6H:BRD-K01436366-001-02-4:10,BRD-K01436366,XMD-1150,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC014_HEPG2_6H_X1_F1B3_DUO52HI53LO:I13|CPC014_HEPG2_6H_X2_F1B3_DUO52HI53LO:I13|CPC014_HEPG2_6H_X3_F1B3_DUO52HI53LO:I13
120009,CPC014_HEPG2_6H:BRD-K01493881-001-19-5:10,BRD-K01493881,apigenin,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC014_HEPG2_6H_X1_F1B3_DUO52HI53LO:L06|CPC014_HEPG2_6H_X2_F1B3_DUO52HI53LO:L06|CPC014_HEPG2_6H_X3_F1B3_DUO52HI53LO:L06
